user_id,transaction_date,city,region,store_id,product_category,sale_amount,price,age,subscription,email,username,raw_timestamp,status
1078,2024-05-01,New York,South,7,Clothing,721.16,202.83,27,Premium,user32@example.com,user32,2024-05-01 00:00:00,Pending
1022,2024-02-26,Phoenix,South,1,Clothing,918.3,71.0,47,Basic,user33@example.com,user33,2024-02-26 00:00:00,Pending
1057,2024-05-20,Los Angeles,South,8,Groceries,754.26,142.27,51,Basic,user34@example.com,user34,2024-05-20 00:00:00,
1030,2024-03-14,Chicago,North,6,Electronics,146.99,348.51,31,Premium,user35@example.com,user35,2024-03-14 00:00:00,Active
1053,2024-02-22,Houston,West,10,Furniture,482.21,152.81,42,Basic,user36@example.com,user36,2024-02-22 00:00:00,Active
1028,2024-05-04,Chicago,South,8,Electronics,394.97,400.08,28,Basic,user37@example.com,user37,2024-05-04 00:00:00,Pending
1072,2024-05-31,New York,West,7,Clothing,868.18,133.78,38,Premium,user38@example.com,user38,2024-05-31 00:00:00,Pending
1032,2024-04-17,New York,South,1,Electronics,999.91,326.82,59,Premium,user39@example.com,user39,2024-04-17 00:00:00,Active
1019,2024-06-08,Los Angeles,East,8,Electronics,568.33,351.24,41,Premium,user40@example.com,user40,2024-06-08 00:00:00,Active
1013,2024-03-20,Phoenix,West,5,Furniture,402.69,42.62,58,Premium,user41@example.com,user41,2024-03-20 00:00:00,Active
1100,2024-05-24,New York,North,9,Furniture,664.91,,59,Basic,,user42,2024-05-24 00:00:00,Pending
1081,2024-04-02,Houston,East,7,Clothing,736.46,138.69,52,Basic,user43@example.com,user43,2024-04-02 00:00:00,Pending
1011,2024-03-03,Chicago,South,4,Furniture,574.15,171.52,49,Basic,user44@example.com,user44,2024-03-03 00:00:00,Pending
1076,2024-03-12,Chicago,West,9,Clothing,94.76,246.85,33,Basic,user45@example.com,user45,2024-03-12 00:00:00,Active
1028,2024-03-16,Houston,East,5,Groceries,478.53,215.62,53,Basic,user46@example.com,user46,2024-03-16 00:00:00,Active
1092,2024-01-31,Los Angeles,North,2,Clothing,199.63,141.87,55,Basic,user47@example.com,user47,2024-01-31 00:00:00,Pending
1038,2024-02-15,New York,East,5,Electronics,974.55,350.22,26,Basic,user48@example.com,,2024-02-15 00:00:00,Pending
1043,2024-04-22,Los Angeles,West,5,Furniture,122.95,,49,Premium,user49@example.com,user49,2024-04-22 00:00:00,Pending
1031,2024-01-22,New York,South,10,Clothing,777.94,454.71,37,Basic,user50@example.com,user50,2024-01-22 00:00:00,Active
1080,2024-02-23,Los Angeles,North,2,Clothing,247.47,82.48,44,Basic,user51@example.com,user51,2024-02-23 00:00:00,
1090,2024-03-14,Chicago,South,2,Clothing,924.67,314.4,60,Premium,user52@example.com,user52,2024-03-14 00:00:00,Pending
1009,2024-02-06,New York,East,5,Groceries,444.76,155.53,43,Basic,user53@example.com,user53,2024-02-06 00:00:00,
1055,2024-01-11,Chicago,North,1,Electronics,236.64,430.96,55,Premium,user54@example.com,user54,2024-01-11 00:00:00,Active
1060,2024-02-14,Phoenix,South,5,Clothing,996.98,408.05,23,Basic,user55@example.com,user55,2024-02-14 00:00:00,Active
1052,2024-03-25,Houston,North,7,Electronics,460.28,165.02,43,Premium,user56@example.com,user56,2024-03-25 00:00:00,Active
1046,2024-05-12,Phoenix,South,8,Electronics,211.52,464.2,46,Basic,user57@example.com,user57,2024-05-12 00:00:00,Active
1039,2024-02-10,Phoenix,West,9,Furniture,102.28,456.9,47,Premium,user58@example.com,user58,2024-02-10 00:00:00,Pending
1090,2024-05-10,Chicago,South,8,Furniture,251.29,194.88,56,Premium,user59@example.com,user59,2024-05-10 00:00:00,Pending
1100,2024-03-28,Phoenix,North,1,Groceries,728.79,292.06,60,Basic,user60@example.com,user60,2024-03-28 00:00:00,Pending
1097,2024-05-21,Phoenix,South,8,Groceries,870.91,123.21,42,Premium,user61@example.com,user61,2024-05-21 00:00:00,Pending
1048,2024-06-29,Houston,East,8,Electronics,134.98,169.34,24,Basic,user62@example.com,user62,2024-06-29 00:00:00,
1052,2024-02-06,Los Angeles,West,8,Groceries,345.18,326.67,39,Basic,user63@example.com,user63,2024-02-06 00:00:00,Pending
1004,2024-05-18,Phoenix,West,4,Groceries,997.45,219.82,24,Premium,user64@example.com,user64,2024-05-18 00:00:00,Active
1007,2024-03-24,Chicago,North,6,Furniture,154.11,285.13,29,Premium,user65@example.com,user65,2024-03-24 00:00:00,Active
1074,2024-05-07,Los Angeles,East,8,Groceries,464.97,449.96,47,Basic,user66@example.com,user66,2024-05-07 00:00:00,Pending
1038,2024-05-30,Houston,North,8,Groceries,207.22,244.19,33,Basic,user67@example.com,user67,2024-05-30 00:00:00,Pending
1084,2024-01-06,Houston,North,1,Electronics,911.51,417.26,36,Premium,user68@example.com,user68,2024-01-06 00:00:00,Pending
1096,2024-06-22,Los Angeles,West,1,Groceries,790.72,,41,Premium,user69@example.com,user69,2024-06-22 00:00:00,Active
1016,2024-02-21,Phoenix,North,9,Groceries,832.17,413.22,48,Basic,user70@example.com,user70,2024-02-21 00:00:00,Active
1096,2024-02-06,Los Angeles,South,9,Groceries,99.4,135.91,25,Basic,user71@example.com,user71,2024-02-06 00:00:00,Pending
1047,2024-06-12,New York,East,8,Electronics,623.35,167.36,57,Premium,user72@example.com,user72,2024-06-12 00:00:00,Pending
1052,2024-06-15,New York,East,1,Electronics,311.32,53.11,52,Premium,user73@example.com,user73,2024-06-15 00:00:00,Pending
1095,2024-05-30,Los Angeles,South,2,Furniture,619.5,143.47,41,Premium,user74@example.com,user74,2024-05-30 00:00:00,Active
1047,2024-06-24,Phoenix,North,1,Furniture,283.12,474.76,47,Premium,user75@example.com,user75,2024-06-24 00:00:00,Active
1100,2024-01-13,Chicago,East,3,Clothing,77.92,107.54,31,Premium,user76@example.com,user76,2024-01-13 00:00:00,Active
1018,2024-03-11,Los Angeles,North,3,Electronics,664.45,,18,Basic,user77@example.com,user77,2024-03-11 00:00:00,Active
1006,2024-03-08,Los Angeles,South,9,Electronics,748.21,390.12,50,Premium,user78@example.com,user78,2024-03-08 00:00:00,Pending
1082,2024-04-27,New York,West,8,Furniture,432.01,357.64,46,Premium,user79@example.com,user79,2024-04-27 00:00:00,Active
1079,2024-03-11,Phoenix,North,7,Groceries,459.18,54.09,25,Premium,user80@example.com,user80,2024-03-11 00:00:00,Pending
1053,2024-04-12,New York,North,7,Groceries,668.46,80.56,48,Premium,user81@example.com,user81,2024-04-12 00:00:00,Pending
1071,2024-02-03,New York,North,2,Furniture,360.06,376.39,21,Basic,user82@example.com,user82,2024-02-03 00:00:00,Active
1084,2024-02-09,Houston,East,2,Groceries,846.92,382.49,54,Premium,user83@example.com,user83,2024-02-09 00:00:00,Active
1084,2024-06-04,Chicago,West,3,Groceries,705.67,173.21,18,Premium,user84@example.com,user84,2024-06-04 00:00:00,Active
1003,2024-06-11,New York,East,7,Furniture,459.11,159.26,38,Premium,user85@example.com,user85,2024-06-11 00:00:00,Active
1010,2024-06-21,Chicago,South,7,Furniture,611.01,111.71,50,Premium,user86@example.com,user86,2024-06-21 00:00:00,Pending
1085,2024-05-14,Chicago,West,4,Furniture,984.6,,31,Basic,user87@example.com,user87,2024-05-14 00:00:00,Pending
1015,2024-03-24,New York,South,7,Clothing,137.89,118.9,53,Basic,user88@example.com,user88,2024-03-24 00:00:00,
1058,2024-01-05,New York,North,10,Furniture,577.67,211.76,25,Basic,,user89,2024-01-05 00:00:00,Pending
1046,2024-06-25,New York,South,2,Clothing,441.32,43.93,37,Basic,user90@example.com,user90,2024-06-25 00:00:00,
1014,2024-06-11,Phoenix,East,6,Groceries,730.11,408.44,33,Premium,user91@example.com,user91,2024-06-11 00:00:00,Active
1098,2024-02-15,Houston,South,10,Furniture,684.32,323.28,57,Basic,user92@example.com,user92,2024-02-15 00:00:00,Active
1056,2024-04-30,Chicago,North,10,Electronics,358.42,,47,Basic,,user93,2024-04-30 00:00:00,Active
1076,2024-06-06,Phoenix,South,8,Electronics,455.24,327.66,38,Basic,user94@example.com,user94,2024-06-06 00:00:00,Pending
1064,2024-01-22,Los Angeles,West,4,Furniture,991.08,306.85,41,Basic,user95@example.com,user95,2024-01-22 00:00:00,Active
1082,2024-06-10,Chicago,West,6,Electronics,562.38,129.74,60,Premium,user96@example.com,user96,2024-06-10 00:00:00,Pending
1083,2024-03-20,Houston,East,10,Electronics,316.49,396.87,26,Premium,user97@example.com,user97,2024-03-20 00:00:00,Pending
1023,2024-03-20,Los Angeles,North,8,Clothing,234.28,43.2,24,Premium,user98@example.com,user98,2024-03-20 00:00:00,Pending
1020,2024-02-09,Los Angeles,East,8,Electronics,416.75,122.58,46,Basic,user99@example.com,user99,2024-02-09 00:00:00,Active
1100,2024-03-20,Houston,East,6,Furniture,467.06,194.03,51,Basic,user100@example.com,user100,2024-03-20 00:00:00,Active
1006,2024-03-05,Houston,North,9,Electronics,714.29,66.72,23,Premium,user101@example.com,user101,2024-03-05 00:00:00,Pending
1028,2024-01-24,Houston,North,1,Furniture,62.72,121.71,23,Basic,user102@example.com,user102,2024-01-24 00:00:00,
1042,2024-06-15,Los Angeles,East,1,Groceries,918.22,416.4,48,Basic,user103@example.com,user103,2024-06-15 00:00:00,
1019,2024-02-25,Phoenix,South,2,Groceries,245.26,123.03,58,Basic,user104@example.com,user104,2024-02-25 00:00:00,Active
1065,2024-06-10,Phoenix,East,3,Groceries,434.95,124.08,44,Premium,user105@example.com,user105,2024-06-10 00:00:00,Active
1069,2024-05-14,Phoenix,West,7,Furniture,53.1,189.78,19,Basic,user106@example.com,user106,2024-05-14 00:00:00,Active
1094,2024-05-28,Chicago,East,1,Groceries,550.55,91.67,47,Basic,user107@example.com,user107,2024-05-28 00:00:00,
1004,2024-04-27,Chicago,East,1,Clothing,886.93,158.49,43,Basic,user108@example.com,user108,2024-04-27 00:00:00,Pending
1083,2024-01-13,Chicago,North,2,Groceries,442.58,222.67,42,Basic,user109@example.com,user109,2024-01-13 00:00:00,Pending
1093,2024-01-22,Houston,West,7,Clothing,550.02,44.63,60,Basic,user110@example.com,user110,2024-01-22 00:00:00,Pending
1057,2024-03-30,New York,North,10,Furniture,281.81,474.21,22,Basic,user111@example.com,user111,2024-03-30 00:00:00,Active
1077,2024-02-06,Houston,West,3,Electronics,243.64,184.26,54,Premium,user112@example.com,user112,2024-02-06 00:00:00,Pending
1097,2024-04-23,New York,East,9,Groceries,404.05,128.56,25,Premium,user113@example.com,user113,2024-04-23 00:00:00,Active
1099,2024-03-08,Chicago,South,4,Groceries,697.04,104.09,26,Premium,user114@example.com,user114,2024-03-08 00:00:00,Active
1040,2024-06-23,Chicago,West,9,Groceries,892.42,357.35,58,Premium,user115@example.com,user115,2024-06-23 00:00:00,Active
1030,2024-02-05,Houston,West,6,Groceries,472.73,69.24,23,Premium,user116@example.com,user116,2024-02-05 00:00:00,Pending
1073,2024-04-14,New York,East,6,Electronics,455.47,175.53,53,Premium,user117@example.com,user117,2024-04-14 00:00:00,Active
1066,2024-02-01,Los Angeles,North,3,Clothing,329.43,176.28,51,Basic,user118@example.com,user118,2024-02-01 00:00:00,Pending
1080,2024-02-02,Chicago,West,9,Clothing,595.89,89.74,57,Basic,user119@example.com,user119,2024-02-02 00:00:00,Active
1005,2024-01-21,Phoenix,North,4,Furniture,621.93,,58,Basic,user120@example.com,user120,2024-01-21 00:00:00,Pending
1058,2024-03-17,New York,West,3,Furniture,421.47,173.4,27,Basic,user121@example.com,user121,2024-03-17 00:00:00,Pending
1016,2024-04-12,Chicago,West,6,Clothing,471.81,127.72,24,Premium,user122@example.com,user122,2024-04-12 00:00:00,Active
1041,2024-02-10,Phoenix,North,4,Clothing,503.28,251.89,37,Basic,,user123,2024-02-10 00:00:00,Active
1074,2024-02-25,Chicago,West,1,Groceries,499.95,328.86,48,Basic,user124@example.com,user124,2024-02-25 00:00:00,Pending
1097,2024-04-03,Houston,North,1,Furniture,60.65,184.45,36,Premium,user125@example.com,user125,2024-04-03 00:00:00,Active
1012,2024-02-02,Houston,North,6,Groceries,757.42,257.02,50,Premium,,user126,2024-02-02 00:00:00,Pending
1058,2024-05-12,Los Angeles,East,6,Groceries,170.88,370.96,37,Basic,user127@example.com,user127,2024-05-12 00:00:00,Pending
1002,2024-05-01,Chicago,North,2,Furniture,587.87,364.04,58,Premium,user128@example.com,user128,2024-05-01 00:00:00,Active
1074,2024-01-14,Houston,East,9,Furniture,156.3,20.63,25,Premium,,user129,2024-01-14 00:00:00,Active
1064,2024-04-15,Phoenix,South,1,Clothing,523.5,499.07,48,Basic,user130@example.com,user130,2024-04-15 00:00:00,Pending
1045,2024-05-19,Chicago,South,4,Clothing,286.22,471.04,37,Basic,user131@example.com,user131,2024-05-19 00:00:00,Pending
1071,2024-03-30,Chicago,North,2,Furniture,896.8,175.84,27,Basic,,user132,2024-03-30 00:00:00,
1083,2024-04-23,Chicago,South,4,Clothing,829.67,283.2,35,Premium,user133@example.com,user133,2024-04-23 00:00:00,Active
1067,2024-06-20,Los Angeles,East,1,Electronics,419.17,54.77,26,Premium,user134@example.com,user134,2024-06-20 00:00:00,Pending
1083,2024-05-02,Los Angeles,North,6,Groceries,649.44,49.28,54,Premium,user135@example.com,user135,2024-05-02 00:00:00,Active
1022,2024-04-16,New York,South,8,Clothing,937.24,463.39,20,Premium,user136@example.com,user136,2024-04-16 00:00:00,Pending
1058,2024-03-13,Phoenix,South,3,Furniture,280.11,168.69,47,Basic,user137@example.com,,2024-03-13 00:00:00,Pending
1086,2024-05-25,Los Angeles,East,10,Furniture,828.72,47.94,60,Premium,user138@example.com,user138,2024-05-25 00:00:00,Active
1033,2024-01-02,Houston,East,8,Groceries,954.49,362.83,18,Basic,user139@example.com,user139,2024-01-02 00:00:00,
1059,2024-01-31,Chicago,East,7,Groceries,693.39,470.61,41,Premium,user140@example.com,user140,2024-01-31 00:00:00,Pending
1089,2024-04-16,Phoenix,South,9,Clothing,764.24,299.93,23,Basic,user141@example.com,user141,2024-04-16 00:00:00,Active
1070,2024-01-16,Phoenix,East,10,Clothing,172.89,223.71,31,Basic,user142@example.com,user142,2024-01-16 00:00:00,Pending
1065,2024-02-03,Houston,South,10,Electronics,563.21,157.54,19,Basic,user143@example.com,,2024-02-03 00:00:00,Active
1054,2024-01-12,Chicago,West,9,Electronics,935.24,,48,Premium,user144@example.com,user144,2024-01-12 00:00:00,Pending
1048,2024-04-05,Houston,South,7,Electronics,685.9,271.95,59,Basic,user145@example.com,user145,2024-04-05 00:00:00,Active
1000,2024-02-27,New York,North,8,Furniture,536.61,127.52,40,Premium,user146@example.com,user146,2024-02-27 00:00:00,Active
1084,2024-01-09,Houston,West,4,Clothing,76.62,225.99,21,Premium,user147@example.com,user147,2024-01-09 00:00:00,Active
1017,2024-01-15,Phoenix,North,4,Groceries,581.7,410.1,33,Basic,user148@example.com,user148,2024-01-15 00:00:00,Pending
1035,2024-03-17,New York,East,7,Furniture,56.42,323.44,42,Basic,user149@example.com,user149,2024-03-17 00:00:00,Active
1060,2024-05-17,Los Angeles,East,5,Clothing,807.72,283.38,44,Premium,user150@example.com,user150,2024-05-17 00:00:00,Active
1047,2024-04-25,New York,East,1,Groceries,383.4,24.58,22,Premium,user151@example.com,user151,2024-04-25 00:00:00,Active
1026,2024-05-02,Chicago,North,1,Clothing,937.79,63.07,48,Premium,user152@example.com,user152,2024-05-02 00:00:00,Active
1041,2024-05-21,Chicago,South,8,Groceries,315.34,441.99,47,Premium,user153@example.com,user153,2024-05-21 00:00:00,Pending
1047,2024-02-22,Chicago,South,1,Clothing,743.84,,53,Basic,user154@example.com,user154,2024-02-22 00:00:00,Active
1070,2024-05-07,Chicago,North,8,Furniture,466.22,179.33,26,Basic,user155@example.com,user155,2024-05-07 00:00:00,Active
1004,2024-05-14,New York,West,1,Furniture,146.12,38.64,27,Premium,user156@example.com,user156,2024-05-14 00:00:00,
1085,2024-06-12,Phoenix,South,8,Electronics,16.55,10.87,51,Basic,user157@example.com,user157,2024-06-12 00:00:00,Pending
1013,2024-02-15,New York,East,4,Clothing,623.58,180.45,43,Premium,user158@example.com,user158,2024-02-15 00:00:00,Active
1087,2024-03-17,New York,West,2,Furniture,385.47,32.78,18,Premium,user159@example.com,user159,2024-03-17 00:00:00,Pending
1012,2024-05-24,Phoenix,West,4,Clothing,902.26,285.56,35,Premium,user160@example.com,user160,2024-05-24 00:00:00,Active
1040,2024-02-15,New York,East,10,Clothing,754.73,202.16,22,Basic,user161@example.com,user161,2024-02-15 00:00:00,Pending
1069,2024-06-22,Chicago,South,3,Electronics,505.78,31.58,45,Premium,user162@example.com,user162,2024-06-22 00:00:00,Pending
1003,2024-03-24,Chicago,South,8,Clothing,362.25,218.76,55,Basic,user163@example.com,user163,2024-03-24 00:00:00,Active
1034,2024-01-22,Los Angeles,South,3,Furniture,323.51,7.57,37,Basic,user164@example.com,user164,2024-01-22 00:00:00,Active
1057,2024-04-20,Phoenix,South,2,Electronics,98.72,300.48,38,Basic,,user165,2024-04-20 00:00:00,Active
1066,2024-05-26,Los Angeles,South,3,Clothing,276.23,77.24,28,Basic,user166@example.com,user166,2024-05-26 00:00:00,Pending
1031,2024-03-05,Houston,East,8,Electronics,144.13,,43,Basic,user167@example.com,user167,2024-03-05 00:00:00,Pending
1055,2024-03-26,Phoenix,East,5,Groceries,607.18,242.11,29,Basic,user168@example.com,user168,2024-03-26 00:00:00,Pending
1100,2024-05-27,Los Angeles,North,7,Groceries,818.33,61.37,54,Premium,user169@example.com,user169,2024-05-27 00:00:00,Active
1090,2024-04-28,Los Angeles,South,5,Electronics,820.78,207.53,49,Premium,user170@example.com,user170,2024-04-28 00:00:00,Pending
1009,2024-04-06,Houston,South,10,Furniture,539.02,435.47,44,Premium,user171@example.com,user171,2024-04-06 00:00:00,Active
1098,2024-01-28,Los Angeles,North,3,Electronics,567.59,325.14,39,Basic,user172@example.com,user172,2024-01-28 00:00:00,Active
1047,2024-04-24,Houston,South,10,Clothing,351.52,,24,Basic,user173@example.com,user173,2024-04-24 00:00:00,Active
1039,2024-03-30,Chicago,South,4,Furniture,354.82,,46,Basic,user174@example.com,,2024-03-30 00:00:00,Active
1082,2024-03-28,New York,East,4,Clothing,556.39,216.05,47,Premium,user175@example.com,user175,2024-03-28 00:00:00,Pending
1003,2024-04-11,Phoenix,East,8,Furniture,394.95,106.86,22,Premium,user176@example.com,user176,2024-04-11 00:00:00,Active
1014,2024-04-27,Chicago,South,9,Groceries,601.0,295.57,40,Basic,user177@example.com,user177,2024-04-27 00:00:00,Pending
1075,2024-06-06,New York,East,6,Electronics,246.19,189.79,27,Basic,user178@example.com,user178,2024-06-06 00:00:00,Active
1081,2024-05-04,Phoenix,East,9,Clothing,494.75,160.72,46,Premium,user179@example.com,user179,2024-05-04 00:00:00,Active
1071,2024-04-08,Phoenix,South,7,Furniture,421.47,246.91,23,Premium,user180@example.com,user180,2024-04-08 00:00:00,
1068,2024-02-27,Chicago,East,8,Furniture,554.23,61.53,52,Basic,user181@example.com,user181,2024-02-27 00:00:00,Pending
1027,2024-05-19,Houston,West,4,Groceries,876.06,,34,Basic,user182@example.com,user182,2024-05-19 00:00:00,Active
1026,2024-03-01,Phoenix,North,10,Furniture,174.32,107.28,31,Premium,user183@example.com,user183,2024-03-01 00:00:00,Active
1090,2024-03-23,Chicago,North,10,Groceries,952.87,450.58,24,Premium,user184@example.com,user184,2024-03-23 00:00:00,Pending
1016,2024-06-16,Los Angeles,East,3,Groceries,830.2,339.74,49,Premium,user185@example.com,user185,2024-06-16 00:00:00,Pending
1081,2024-01-20,New York,South,9,Groceries,697.76,230.07,49,Basic,user186@example.com,user186,2024-01-20 00:00:00,Active
1081,2024-04-27,Chicago,West,9,Furniture,225.65,109.87,35,Basic,user187@example.com,user187,2024-04-27 00:00:00,Pending
1087,2024-03-28,New York,West,2,Furniture,26.12,83.2,47,Premium,user188@example.com,user188,2024-03-28 00:00:00,Active
1038,2024-06-15,Los Angeles,North,2,Groceries,257.89,452.38,28,Premium,user189@example.com,user189,2024-06-15 00:00:00,Active
1083,2024-04-19,New York,West,1,Clothing,482.04,116.96,46,Premium,,user190,2024-04-19 00:00:00,Pending
1016,2024-06-26,Houston,West,4,Furniture,98.44,56.08,41,Basic,user191@example.com,user191,2024-06-26 00:00:00,Active
1086,2024-06-13,Los Angeles,West,9,Electronics,614.22,178.84,31,Premium,user192@example.com,user192,2024-06-13 00:00:00,Active
1012,2024-01-23,Los Angeles,West,10,Furniture,358.02,396.58,33,Basic,user193@example.com,user193,2024-01-23 00:00:00,Pending
1003,2024-06-25,Chicago,East,9,Clothing,750.37,32.01,33,Basic,user194@example.com,user194,2024-06-25 00:00:00,Active
1001,2024-05-15,Chicago,North,3,Furniture,862.21,185.88,29,Basic,user195@example.com,user195,2024-05-15 00:00:00,
1001,2024-01-18,Chicago,East,1,Electronics,949.19,146.81,50,Basic,user196@example.com,user196,2024-01-18 00:00:00,Active
1010,2024-03-12,Chicago,West,9,Clothing,974.57,166.74,55,Premium,user197@example.com,user197,2024-03-12 00:00:00,Active
1031,2024-01-15,New York,South,2,Furniture,616.17,,60,Premium,user198@example.com,user198,2024-01-15 00:00:00,Active
1044,2024-05-07,Phoenix,North,3,Groceries,135.66,138.04,25,Premium,user199@example.com,user199,2024-05-07 00:00:00,Pending
1080,2024-05-27,New York,South,8,Groceries,64.88,87.61,28,Basic,user200@example.com,user200,2024-05-27 00:00:00,Active
1014,2024-06-12,New York,North,4,Clothing,148.14,371.63,52,Premium,user1@example.com,,2024-06-12 00:00:00,
1064,2024-02-29,Phoenix,West,9,Clothing,718.86,212.66,46,Basic,user2@example.com,,2024-02-29 00:00:00,Pending
